,학교구분,성별,학교 소재지,독서 빈도,독서장애요인1,독서장애요인2,도서 선택시 이용정보1,도서 선택시 이용정보2,도서 입수경로1,도서 입수경로2,초등 독서분야 선호도1,초등 독서분야 선호도2,초등 독서분야 선호도3,중고등 독서분야 선호도1,중고등 독서분야 선호도2,중고등 독서분야 선호도3,학교 밖 도서관이용경험,주이용 도서관 종류1,주이용 도서관 종류2,이용 이유,비이용 이유,연도,독서선호도,월 평균 이용빈도,연 평균 이용빈도,평일 평균 독서시간(분),주말 평균 독서시간(분),종이_평일 평균 독서시간(분),종이_주말 평균 독서시간(분),전자_평일 평균 독서시간(분),전자_주말 평균 독서시간(분),오디오_평일 평균 독서시간(분),오디오_주말 평균 독서시간(분)
861,초등,여,울산,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,0,"서점, 도서관 등에서 책을 직접 보고","유명인, 전문가 추천",직접 구입,집에 있는 책,"역사, 위인전",사회,취미,0,0,0,있다,기타,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0
862,초등,여,울산,매일,없음,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 밖 도서관 대여,학교 도서관 대여,동화/소설,과학,사회,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,120.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
863,초등,여,울산,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,읽을 만한 책이 없어서,베스트셀러,"서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관 대여,학교 도서관 대여,동화/소설,그림책,"연예, 오락, 스포츠",0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
864,초등,여,울산,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,부모님께서 구입,"역사, 위인전",사회,취미,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
865,초등,여,울산,매일,없음,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,직접 구입,학교 밖 도서관 대여,동화/소설,"예술, 문화",취미,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,120.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0
866,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,부모님께서 구입,동화/소설,취미,"역사, 위인전",0,0,0,있다,어린이도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
867,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책을 읽고 이해하기가 어려워서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",학교 도서관 대여,집에 있는 책,동화/소설,그림책,동시/시,0,0,0,없다,0,0,0,주로 학교도서관을 이용한다,2017,0.0,0.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
868,초등,여,경기,매일,학업 때문에 책읽을시간이 없어서,부모님이 책읽는 것을 공부라고 생각하지 않으셔서,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,학교 도서관 대여,직접 구입,동화/소설,과학,자기계발서,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
869,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","가족, 선생님, 친구 추천",베스트셀러,학교 도서관 대여,0,동화/소설,"예술, 문화",사회,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
870,초등,여,경기,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,집에 있는 책,동시/시,그림책,동화/소설,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,초등,여,경기,매일,학업 때문에 책읽을시간이 없어서,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",부모님께서 구입,직접 구입,동화/소설,"철학, 논리",취미,0,0,0,있다,공공도서관,작은도서관,기타,0,2017,0.0,0.0,0.0,60.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
872,초등,여,경기,매일,학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",도서 대여점에서 대여,주위 사람에게 대여,동화/소설,"철학, 논리",자기계발서,0,0,0,있다,공공도서관,0,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,60.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
873,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,기타,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,학교 도서관 대여,"역사, 위인전",사회,"예술, 문화",0,0,0,없다,0,0,0,주로 학교도서관을 이용한다,2017,0.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
874,초등,여,경기,매일,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고",SNS 책 소개,학교 밖 도서관 대여,집에 있는 책,동화/소설,그림책,"연예, 오락, 스포츠",0,0,0,있다,어린이도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
875,초등,여,경기,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,책을 읽고 이해하기가 어려워서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,학교 밖 도서관 대여,취미,"예술, 문화",그림책,0,0,0,있다,기타,0,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,60.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
876,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,기타,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",부모님께서 구입,집에 있는 책,동화/소설,사회,"역사, 위인전",0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
877,초등,여,경기,매일,책을 읽고 이해하기가 어려워서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,구입하지 않고 서점에서 독서,그림책,동화/소설,"철학, 논리",0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
878,초등,여,경기,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 밖 도서관 대여,도서 대여점에서 대여,"예술, 문화",과학,동화/소설,0,0,0,있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,90.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
879,초등,여,경기,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,"가족, 선생님, 친구 추천",기타,구입하지 않고 서점에서 독서,주위 사람에게 대여,기타,동화/소설,동화/소설,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
880,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,학교 밖 도서관 대여,동화/소설,사회,"역사, 위인전",0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
881,초등,여,경기,일주일에 한두 번,무응답,0,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관 대여,집에 있는 책,동화/소설,취미,자기계발서,0,0,0,있다,어린이도서관,공공도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
882,초등,여,경기,매일,학업 때문에 책읽을시간이 없어서,0,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",집에 있는 책,도서 대여점에서 대여,동화/소설,사회,"역사, 위인전",0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
883,초등,여,경기,일주일에 한두 번,어떤 책을 읽을지 몰라서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,직접 구입,"역사, 위인전",자기계발서,동화/소설,0,0,0,있다,공공도서관,기타,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
884,초등,여,경기,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,학교 밖 도서관 대여,동화/소설,동시/시,그림책,0,0,0,있다,작은도서관,어린이도서관,행사 참여,0,2017,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
885,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,집에 있는 책,동화/소설,그림책,취미,0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,80.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
886,초등,여,경기,매일,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고",기타,학교 도서관 대여,직접 구입,동화/소설,"역사, 위인전","연예, 오락, 스포츠",0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
887,초등,여,경기,일주일에 한두 번,기타,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","드라마, 영화의 원작","서점, 도서관 등에서 책을 직접 보고",학교 도서관 대여,직접 구입,동화/소설,기타,"예술, 문화",0,0,0,있다,공공도서관,기타,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
888,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",부모님께서 구입,학교 밖 도서관 대여,동화/소설,"철학, 논리",동화/소설,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,70.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0
889,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",학교 밖 도서관 대여,학교 도서관 대여,"연예, 오락, 스포츠",그림책,동화/소설,0,0,0,있다,공공도서관,어린이도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",학교 밖 도서관 대여,집에 있는 책,기타,동화/소설,"역사, 위인전",0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
891,초등,여,경기,일주일에 한두 번,어떤 책을 읽을지 몰라서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,구입하지 않고 서점에서 독서,취미,동화/소설,그림책,0,0,0,있다,공공도서관,0,시험 공부,0,2017,0.0,0.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
892,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고",베스트셀러,부모님께서 구입,학교 도서관 대여,동화/소설,"역사, 위인전",사회,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
893,초등,여,경기,매일,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"드라마, 영화의 원작",SNS 책 소개,직접 구입,집에 있는 책,동화/소설,"철학, 논리",자기계발서,0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,90.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
894,초등,여,경기,일주일에 한두 번,읽을 만한 책이 없어서,어떤 책을 읽을지 몰라서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,학교 밖 도서관 대여,동화/소설,취미,기타,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
895,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","드라마, 영화의 원작",베스트셀러,직접 구입,집에 있는 책,동화/소설,사회,취미,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
896,초등,여,경기,무응답,책읽기가 싫고 습관이 들지않아서,책을 읽고 이해하기가 어려워서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",학교 도서관 대여,구입하지 않고 서점에서 독서,그림책,동화/소설,과학,0,0,0,없다,0,0,0,주로 학교도서관을 이용한다,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,초등,여,경기,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고",베스트셀러,학교 밖 도서관 대여,부모님께서 구입,동화/소설,취미,동화/소설,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
898,초등,여,경기,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",학교 밖 도서관 대여,직접 구입,동화/소설,동화/소설,취미,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
899,초등,여,경기,매일,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",집에 있는 책,주위 사람에게 대여,동화/소설,취미,"예술, 문화",0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
900,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천","인터넷의 책 소개, 광고",학교 밖 도서관 대여,집에 있는 책,"예술, 문화",사회,그림책,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
901,초등,여,경기,매일,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,학교 도서관 대여,동화/소설,"역사, 위인전",사회,0,0,0,있다,공공도서관,어린이도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,70.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
902,초등,여,경기,한 달에 한두 번,기타,어떤 책을 읽을지 몰라서,"가족, 선생님, 친구 추천","드라마, 영화의 원작",도서 대여점에서 대여,집에 있는 책,그림책,동화/소설,취미,0,0,0,있다,공공도서관,어린이도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,초등,여,경기,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,각종 기관의 추천도서,"서점, 도서관 등에서 책을 직접 보고",학교 도서관 대여,직접 구입,동화/소설,취미,"예술, 문화",0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고",0,부모님께서 구입,0,동화/소설,수필,취미,0,0,0,있다,공공도서관,작은도서관,9,0,2017,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,0,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",구입하지 않고 서점에서 독서,학교 밖 도서관 대여,동화/소설,"철학, 논리",사회,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
906,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"드라마, 영화의 원작","가족, 선생님, 친구 추천",주위 사람에게 대여,학교 밖 도서관 대여,취미,"연예, 오락, 스포츠","예술, 문화",0,0,0,있다,공공도서관,어린이도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,초등,여,경기,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",학교 도서관 대여,학교 밖 도서관 대여,동화/소설,0,0,0,0,0,있다,공공도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
908,초등,여,경기,일주일에 한두 번,읽을 만한 책이 없어서,학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",학교 도서관 대여,주위 사람에게 대여,취미,동화/소설,동화/소설,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
909,초등,여,경기,매일,책읽기가 싫고 습관이 들지않아서,학업 때문에 책읽을시간이 없어서,"서점, 도서관 등에서 책을 직접 보고","인터넷의 책 소개, 광고",직접 구입,주위 사람에게 대여,동화/소설,동시/시,그림책,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
910,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",베스트셀러,"유명인, 전문가 추천",부모님께서 구입,집에 있는 책,"역사, 위인전",기타,취미,0,0,0,있다,어린이도서관,공공도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
911,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"신문이나 잡지의 책 소개, 광고",각종 기관의 추천도서,학교 도서관 대여,부모님께서 구입,동화/소설,사회,"역사, 위인전",0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,20.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
912,초등,여,경기,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,어떤 책을 읽을지 몰라서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",집에 있는 책,학교 도서관 대여,취미,동화/소설,"역사, 위인전",0,0,0,있다,어린이도서관,공공도서관,기타,0,2017,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",집에 있는 책,0,동화/소설,"연예, 오락, 스포츠",취미,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
914,초등,여,경기,일주일에 한두 번,읽을 만한 책이 없어서,책읽기가 싫고 습관이 들지않아서,기타,"서점, 도서관 등에서 책을 직접 보고",학교 도서관 대여,0,과학,"역사, 위인전","철학, 논리",0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,초등,여,경기,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 도서관 대여,동화/소설,사회,"철학, 논리",0,0,0,있다,작은도서관,공공도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
916,초등,여,경기,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,기타,"가족, 선생님, 친구 추천",집에 있는 책,0,동화/소설,사회,"철학, 논리",0,0,0,있다,공공도서관,0,기타,0,2017,0.0,0.0,0.0,240.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0
917,초등,여,경기,무응답,독서가 필요하다고 생각하지 않아서,"휴대전화,인터넷,텔레비전,게임 등을 이용해서","가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",직접 구입,학교 도서관 대여,취미,"예술, 문화",사회,0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,초등,여,경기,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","드라마, 영화의 원작",집에 있는 책,학교 밖 도서관 대여,동화/소설,취미,사회,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
919,초등,여,서울,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,0,"가족, 선생님, 친구 추천","드라마, 영화의 원작",직접 구입,집에 있는 책,동화/소설,"예술, 문화",사회,0,0,0,없다,0,0,0,주로 학교도서관을 이용한다,2017,0.0,0.0,0.0,30.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
920,초등,여,서울,매일,어떤 책을 읽을지 몰라서,읽을 만한 책이 없어서,각종 기관의 추천도서,베스트셀러,기타,부모님께서 구입,동화/소설,취미,"연예, 오락, 스포츠",0,0,0,있다,어린이도서관,0,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0
921,초등,여,서울,일주일에 한두 번,어떤 책을 읽을지 몰라서,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,학교 밖 도서관 대여,도서 대여점에서 대여,동화/소설,취미,동화/소설,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,180.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0
922,초등,여,서울,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"서점, 도서관 등에서 책을 직접 보고","가족, 선생님, 친구 추천",부모님께서 구입,학교 도서관 대여,동화/소설,"연예, 오락, 스포츠",동화/소설,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,초등,여,서울,일주일에 한두 번,"휴대전화,인터넷,텔레비전,게임 등을 이용해서",책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천","서점, 도서관 등에서 책을 직접 보고",학교 밖 도서관 대여,0,동화/소설,"연예, 오락, 스포츠",동화/소설,0,0,0,있다,공공도서관,작은도서관,숙제에 필요한 자료조사,0,2017,0.0,0.0,0.0,60.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0
924,초등,여,서울,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,책읽기가 싫고 습관이 들지않아서,"가족, 선생님, 친구 추천","드라마, 영화의 원작",직접 구입,집에 있는 책,"역사, 위인전",그림책,취미,0,0,0,없다,0,0,0,읽을 만한 책이 없다,2017,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
925,초등,여,서울,일주일에 한두 번,학업 때문에 책읽을시간이 없어서,읽을 만한 책이 없어서,"인터넷의 책 소개, 광고",베스트셀러,직접 구입,집에 있는 책,동화/소설,수필,취미,0,0,0,있다,공공도서관,작은도서관,독서 및 도서 대출,0,2017,0.0,0.0,0.0,90.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0
926,초등,여,서울,매일,기타,0,"서점, 도서관 등에서 책을 직접 보고",각종 기관의 추천도서,집에 있는 책,0,동화/소설,자기계발서,"역사, 위인전",0,0,0,있다,공공도서관,기타,9,0,2017,0.0,0.0,0.0,150.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
927,초등,여,서울,일주일에 한두 번,책읽기가 싫고 습관이 들지않아서,읽을 만한 책이 없어서,"가족, 선생님, 친구 추천",각종 기관의 추천도서,부모님께서 구입,0,동화/소설,"역사, 위인전",사회,0,0,0,없다,0,0,0,기타,2017,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,초등,여,서울,매일,어떤 책을 읽을지 몰라서,읽을 만한 책이 없어서,베스트셀러,SNS 책 소개,부모님께서 구입,구입하지 않고 서점에서 독서,"연예, 오락, 스포츠",동화/소설,취미,0,0,0,없다,0,0,0,집에서 멀다,2017,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
